level,l1,l2,l3,l4,url
L3,Office Supplies,Office Basics,Rubber Bands,,https://www.staples.com/Rubber-Bands/cat_CL163579
L3,Office Supplies,Office Basics,Post-it & Sticky Notes,,https://www.staples.com/Post-it-Sticky-Notes/cat_CL165755
L3,Office Supplies,Office Basics,Staplers,,https://www.staples.com/Staplers/cat_CL10700
L3,Office Supplies,Office Basics,Scissors,,https://www.staples.com/Scissors/cat_CL10504
L3,Office Supplies,Office Basics,Rulers & Measuring Devices,,https://www.staples.com/Rulers-Measuring-Devices/cat_CL10503
L3,Office Supplies,Office Basics,Clear Tape,,https://www.staples.com/Clear-Tape/cat_CL10003
L3,Office Supplies,Office Basics,Tape Dispensers,,https://www.staples.com/Tape-Dispensers/cat_CL215666
L3,Office Supplies,Office Basics,Clipboards,,https://www.staples.com/Clipboards/cat_CL140606
L3,Office Supplies,Office Basics,Hole Punches,,https://www.staples.com/Paper-Punches/cat_CL160904
L3,Office Supplies,Office Basics,Paper Cutters,,https://www.staples.com/Paper-Trimmers/cat_CL167637
L3,Office Supplies,Office Basics,Calculators,,https://www.staples.com/Calculators/cat_CG3981
L3,Office Supplies,Office Basics,Thumb Tacks & Push Pins,,https://www.staples.com/Thumb-Tacks-Push-Pins/cat_CL354692
L3,Office Supplies,Office Basics,Paper Fasteners,,https://www.staples.com/Paper-Fasteners/cat_CL354691
L3,Office Supplies,Office Basics,Staple Removers,,https://www.staples.com/Staple-Removers/cat_CL140862
L3,Office Supplies,Office Basics,Envelopes,,https://www.staples.com/Envelopes/cat_CL142681
L3,Office Supplies,Office Basics,Index Cards,,https://www.staples.com/Index-Cards/cat_CL214476
L2,Office Supplies,Folders & Filing,,,https://www.staples.com/Folders-Filing/cat_CG3539
L3,Office Supplies,Folders & Filing,File Folders,,https://www.staples.com/File-Folders/cat_CL141669
L3,Office Supplies,Folders & Filing,Hanging File Folders,,https://www.staples.com/Hanging-File-Folders/cat_CL140599
L3,Office Supplies,Folders & Filing,Accordion Folders,,https://www.staples.com/Accordion-Folders/cat_CL220757
L3,Office Supplies,Folders & Filing,Classification Folders,,https://www.staples.com/Classification-Folders/cat_CL142831
L3,Office Supplies,Folders & Filing,File Pockets & Jackets,,https://www.staples.com/File-Pockets-Jackets/cat_CL161019
L3,Office Supplies,Folders & Filing,File Sorters,,https://www.staples.com/File-Sorters/cat_CL163317
L3,Office Supplies,Folders & Filing,File Storage,,https://www.staples.com/File-Storage/cat_CL165731
L3,Office Supplies,Folders & Filing,Filing Accessories,,https://www.staples.com/Filing-Accessories/cat_CL158855
L3,Office Supplies,Folders & Filing,Pocket Folders,,https://www.staples.com/Pocket-Folders/cat_CL140674
L3,Office Supplies,Folders & Filing,Presentation Books,,https://www.staples.com/Presentation-Books/cat_CL162165
L3,Office Supplies,Folders & Filing,Report Covers,,https://www.staples.com/Report-Covers/cat_CL130501
L3,Office Supplies,Folders & Filing,Filing Cabinets,,https://www.staples.com/File-Cabinets/cat_CL70401
L3,Office Supplies,Folders & Filing,Desk & Paper Trays,,https://www.staples.com/Letter-Desktop-Trays/cat_CL142133
L3,Office Supplies,Folders & Filing,File Organizers,,https://www.staples.com/File-Organizers/cat_CL354546
L3,Office Supplies,Folders & Filing,Literature & Mail Sorters,,https://www.staples.com/Literature-Mail-Sorters/cat_CL141866
L3,Office Supplies,Folders & Filing,Labels,,https://www.staples.com/Labels/cat_CL142725
L2,Office Supplies,Binders,,,https://www.staples.com/Binders/cat_CL167205
L2,Office Supplies,Glue & Glue Sticks,,,https://www.staples.com/Glue-Glue-Sticks/cat_CL166024
L2,Office Supplies,Writing Supplies & Instruments,,,https://www.staples.com/Writing-Supplies/cat_CG11
L3,Office Supplies,Writing Supplies & Instruments,Pens,,https://www.staples.com/Pens/cat_CL110001
L3,Office Supplies,Writing Supplies & Instruments,Pencils,,https://www.staples.com/Pencils/cat_CL110200
L3,Office Supplies,Writing Supplies & Instruments,Markers,,https://www.staples.com/Markers/cat_CL140896
L3,Office Supplies,Writing Supplies & Instruments,Highlighters,,https://www.staples.com/Highlighters/cat_CL158890
L3,Office Supplies,Writing Supplies & Instruments,Correction Fluid & Tape,,https://www.staples.com/Correction-White-Out/cat_CL350630
L3,Office Supplies,Writing Supplies & Instruments,Erasers,,https://www.staples.com/Erasers/cat_CL140615
L3,Office Supplies,Writing Supplies & Instruments,Pencil Sharpeners,,https://www.staples.com/Pencil-Sharpeners/cat_CL110300
L3,Office Supplies,Writing Supplies & Instruments,Pencil Cases & Pouches,,https://www.staples.com/Pencil-Cases-Pouches/cat_CL141253
L3,Office Supplies,Writing Supplies & Instruments,Stylus & Smart Pens,,https://www.staples.com/Stylus-Smart-Pens/cat_CL166408
L3,Office Supplies,Writing Supplies & Instruments,Art & School Markers,,https://www.staples.com/Art-School-Markers/cat_CL221591
L3,Office Supplies,Writing Supplies & Instruments,Dry Erase Markers,,https://www.staples.com/Dry-Erase-Markers/cat_CL140896/c0z1c
L3,Office Supplies,Writing Supplies & Instruments,Permanent Markers,,https://www.staples.com/Permanent-Markers/cat_CL140896/c0y30
L3,Office Supplies,Writing Supplies & Instruments,Wet Erase Markers,,https://www.staples.com/Wet-Erase-Markers/cat_CL140896/c15in
L3,Office Supplies,Writing Supplies & Instruments,#2 Pencils,,https://www.staples.com/Pencils/cat_CL110200/6ozw8
L3,Office Supplies,Writing Supplies & Instruments,Fountain Pens,,https://www.staples.com/fountain-pens/cat_CL110001/8wksb
L3,Office Supplies,Writing Supplies & Instruments,"Notebooks, Notepads & Journals",,https://www.staples.com/notebooks-notepads/cat_CG3783
L3,Office Supplies,Writing Supplies & Instruments,Sticky Notes,,https://www.staples.com/Post-it-Sticky-Notes/cat_CL165755
L3,Office Supplies,Writing Supplies & Instruments,Loose Leaf Paper,,https://www.staples.com/Loose-Leaf-Graph-Paper/cat_CL161811
L3,Office Supplies,Writing Supplies & Instruments,Desk Organizers & Accessories,,https://www.staples.com/Desk-Organizers-Accessories/cat_CG22
L3,Office Supplies,Writing Supplies & Instruments,TRU RED Pens by Staples,,https://www.staples.com/TRU-RED-Pens/cat_CL110001/5en3l
L3,Office Supplies,Writing Supplies & Instruments,Staples Gel Pens,,https://www.staples.com/Staples-Gel-Pens/cat_CL110001/006y1-87vuv
L2,Office Supplies,Calendars & Planners,,,https://www.staples.com/Calendars-Planners/cat_CG12
L3,Office Supplies,Calendars & Planners,Planners & Personal Organizers,,https://www.staples.com/Planners-Personal-Organizers/cat_CL166388
L3,Office Supplies,Calendars & Planners,Academic Planners,,https://www.staples.com/Academic-Planners/cat_CL166388/pfelh
L3,Office Supplies,Calendars & Planners,Daily Planners,,https://www.staples.com/Daily-Planners-Personal-Organizers/cat_CL166388/7yjh1
L3,Office Supplies,Calendars & Planners,Monthly Planners,,https://www.staples.com/Monthly-Planners-Personal-Organizers/cat_CL166388/7ymhh
L3,Office Supplies,Calendars & Planners,Undated Planners,,https://www.staples.com/Undated-Planners-Personal-Organizers/cat_CL166388/x8hha
L3,Office Supplies,Calendars & Planners,Lesson Planners & Grade Books,,https://www.staples.com/Lesson-Plans-Grade-Books/cat_CL207302
L3,Office Supplies,Calendars & Planners,Calendars,,https://www.staples.com/Calendars/cat_CL166389
L3,Office Supplies,Calendars & Planners,Academic Calendars,,https://www.staples.com/Academic-Year-Calendars/cat_CL166389/pfelh
L3,Office Supplies,Calendars & Planners,Desk Pad Calendars,,https://www.staples.com/Desk-Pad-Calendars/cat_CL166389/ia40a
L3,Office Supplies,Calendars & Planners,Wall Calendars,,https://www.staples.com/Wall-Calendars/cat_CL166389/81plm
L3,Office Supplies,Calendars & Planners,Dry Erase Calendars,,https://www.staples.com/Dry-Erase-Calendars/cat_CL166389/tlqj0
L3,Office Supplies,Calendars & Planners,Dry Erase Calendar Boards,,https://www.staples.com/Calendar-In-Out-Boards/cat_CL142105
L3,Office Supplies,Calendars & Planners,Organizer Refills & Accessories,,https://www.staples.com/Organizer-Refills-Accessories/cat_CL166401
L3,Office Supplies,Calendars & Planners,All 2027 Calendars,,https://www.staples.com/2027-Calendars/cat_CL166389/ge2q3
L2,Office Supplies,"Tape, Fasteners & Adhesives",,,https://www.staples.com/Tape-Fasteners-Adhesives/cat_CG3745
L3,Office Supplies,"Tape, Fasteners & Adhesives",Tape Dispensers,,https://www.staples.com/Tape-Dispensers/cat_CL215666
L3,Office Supplies,"Tape, Fasteners & Adhesives",Adhesive Dots & Tape Runners,,https://www.staples.com/Adhesive-Dots-Tape-Runners/cat_CL354675
L3,Office Supplies,"Tape, Fasteners & Adhesives",Glue & Glue Sticks,,https://www.staples.com/Glue-Glue-Sticks/cat_CL166024
L3,Office Supplies,"Tape, Fasteners & Adhesives",Mounting,,https://www.staples.com/Mounting/cat_DP10541
L3,Office Supplies,"Tape, Fasteners & Adhesives",Hot Glue Sticks & Guns,,https://www.staples.com/Hot-Glue-Sticks-Guns/cat_CL354680
L3,Office Supplies,"Tape, Fasteners & Adhesives",Tape,,https://www.staples.com/Adhesives-Tape/cat_DP100
L3,Office Supplies,"Tape, Fasteners & Adhesives",Transparent Tape,,https://www.staples.com/Clear-Tape/cat_CL10003
L3,Office Supplies,"Tape, Fasteners & Adhesives",Packing Tape,,https://www.staples.com/Packing-Tape/cat_CL140631
L3,Office Supplies,"Tape, Fasteners & Adhesives",Arts & Crafts Tape,,https://www.staples.com/Arts-Crafts-Tape/cat_CL215702
L3,Office Supplies,"Tape, Fasteners & Adhesives",Duct Tape,,https://www.staples.com/Duct-Tape/cat_CL167765
L3,Office Supplies,"Tape, Fasteners & Adhesives",Masking Tape,,https://www.staples.com/Masking-Tape/cat_CL141874
L3,Office Supplies,"Tape, Fasteners & Adhesives",Gaffers Tape,,https://www.staples.com/Gaffers-Tape/cat_CL350300
L3,Office Supplies,"Tape, Fasteners & Adhesives",School Glue,,https://www.staples.com/School-Glue-Glue-Sticks/cat_CL354134
L3,Office Supplies,"Tape, Fasteners & Adhesives",Glue Sticks,,https://www.staples.com/Glue-Sticks-Glue-Glue-Sticks/cat_CL166024/ce0n5
L3,Office Supplies,"Tape, Fasteners & Adhesives",Super Glue,,https://www.staples.com/Super-Glue-Glue-Sticks/cat_CL166024/os3jc
L3,Office Supplies,"Tape, Fasteners & Adhesives",Hooks & Hanging Strips,,https://www.staples.com/Hooks-Hanging-Strips/cat_CL215292
L3,Office Supplies,"Tape, Fasteners & Adhesives",Hook & Loop Fasteners,,https://www.staples.com/Hook-and-Loop-Fasteners/cat_CL140446
L3,Office Supplies,"Tape, Fasteners & Adhesives",Putty,,https://www.staples.com/Putty/cat_CL354681
L2,Office Supplies,Clear Tape,,,https://www.staples.com/Clear-Tape/cat_CL10003
L2,Office Supplies,Paper,,,https://www.staples.com/Stationery-Invitations/cat_CG350061
L2,Office Supplies,Printers & Scanners,,,https://www.staples.com/printers-scanners/cat_SC5435
L2,Office Supplies,Ink & Toner,,,https://www.staples.com/printer-ink-cartridges-toner-finder/cat_SC43
L2,Office Supplies,Envelopes,,,https://www.staples.com/Envelopes/cat_CG23
L3,Office Supplies,Envelopes,Envelopes,,https://www.staples.com/Envelopes/cat_CL142681
L3,Office Supplies,Envelopes,Postage Stamps,,https://www.staples.com/Postage-Stamps/cat_CL354846
L3,Office Supplies,Envelopes,Mailing Supplies,,https://www.staples.com/mailing-supplies/cat_CG16
L3,Office Supplies,Envelopes,Bubble Mailers,,https://www.staples.com/bubble-wrap-envelopes/cat_CL142648/u3q5u
L3,Office Supplies,Envelopes,Padded Mailers,,https://www.staples.com/padded-envelopes/cat_CL142648/c33f8
L3,Office Supplies,Envelopes,Poly Mailers,,https://www.staples.com/mailers/cat_CL142648/4kq7b
L3,Office Supplies,Envelopes,Windowed Envelopes,,https://www.staples.com/window-envelopes/cat_CL142681/2a07i
L3,Office Supplies,Envelopes,Invitation Envelopes,,https://www.staples.com/invitation-envelopes/cat_CL142681/12cxx
L3,Office Supplies,Envelopes,Coin Envelopes,,https://www.staples.com/currency-envelopes/cat_CL142681/81sit
L3,Office Supplies,Envelopes,Security Envelopes,,https://www.staples.com/security-tinted-envelopes/cat_CL142681/ox0v5
L3,Office Supplies,Envelopes,Clasp Envelopes,,https://www.staples.com/Clasp-Envelopes/cat_CL142681/7qmei
L3,Office Supplies,Envelopes,Double Window Envelopes,,https://www.staples.com/double-window-envelopes/cat_CL142681/rg64z
L3,Office Supplies,Envelopes,Self Seal Envelopes,,https://www.staples.com/Self-Seal-Envelopes/cat_CL142681/o5n2m
L3,Office Supplies,Envelopes,Booklet Envelopes,,https://www.staples.com/booklet-envelopes/cat_CL142681/tspl5
L3,Office Supplies,Envelopes,Tax Envelopes,,https://www.staples.com/tax-form-envelopes/cat_CL142681/7yvl5
L3,Office Supplies,Envelopes,Shipping & Packing Supplies,,https://www.staples.com/Shipping-Supplies/cat_CG1257
L3,Office Supplies,Envelopes,Cardboard Boxes,,https://www.staples.com/Shipping-Boxes/cat_CL213835
L2,Office Supplies,Labels,,,https://www.staples.com/Labels/cat_CL142725
L2,Office Supplies,Label Makers & Tapes,,,https://www.staples.com/Label-Makers-Tapes/cat_CG3619
L3,Office Supplies,Label Makers & Tapes,Label Makers,,https://www.staples.com/Label-Makers/cat_CL90400
L3,Office Supplies,Label Makers & Tapes,Label Maker Tapes,,https://www.staples.com/Label-Maker-Tapes-Printer-Labels/cat_CL140557
L3,Office Supplies,Label Makers & Tapes,Portable Label Makers,,https://www.staples.com/portable-label-maker/cat_CL90400/95yfk
L3,Office Supplies,Label Makers & Tapes,ID Card Printers & Accessories,,https://www.staples.com/ID-Card-Printers-Accessories/cat_CL215740
L2,Office Supplies,Stamps & Stamp Pads,,,https://www.staples.com/Stamps-Stamp-Pads/cat_CL142740
L2,Office Supplies,Shredders & Accessories,,,https://www.staples.com/Shredders-Accessories/cat_CG1103
L3,Office Supplies,Shredders & Accessories,All Shredders,,https://www.staples.com/Shredders/cat_CL141980
L3,Office Supplies,Shredders & Accessories,Micro-Cut Shredders,,https://www.staples.com/Micro-Shredders/cat_CL141980/918gn
L3,Office Supplies,Shredders & Accessories,Cross-Cut Shredders,,https://www.staples.com/Cross-Cut-Shredders/cat_CL141980/6zav1
L3,Office Supplies,Shredders & Accessories,Strip-Cut Shredders,,https://www.staples.com/Strip-Shredders/cat_CL141980/919jd
L3,Office Supplies,Shredders & Accessories,Shredder Oil,,https://www.staples.com/shredder-oil/cat_CL158967/xyrem
L3,Office Supplies,Shredders & Accessories,Shredder Bags,,https://www.staples.com/shredder-bags/cat_CL158967/tdaas
L3,Office Supplies,Shredders & Accessories,Shredder Accessories,,https://www.staples.com/Shredder-Accessories/cat_CL158967
L2,Office Supplies,Calculators,,,https://www.staples.com/Calculators/cat_CG3981
L3,Office Supplies,Calculators,Basic Calculators,,https://www.staples.com/Basic-Calculators/cat_CL90000
L3,Office Supplies,Calculators,Scientific Calculators,,https://www.staples.com/Scientific-Calculators/cat_CL90002
L3,Office Supplies,Calculators,Graphing Calculators,,https://www.staples.com/Graphing-Calculators/cat_CL90003
L3,Office Supplies,Calculators,Printing Calculators,,https://www.staples.com/Printing-Calculators/cat_CL90001
L3,Office Supplies,Calculators,Financial Calculators,,https://www.staples.com/Financial-Calculators/cat_CL140514
L3,Office Supplies,Calculators,Industry-Specific Calculators,,https://www.staples.com/Industry-Specific-Calculators/cat_CL215227
L3,Office Supplies,Calculators,Calculator Accessories,,https://www.staples.com/Calculator-Accessories/cat_CL30100
L2,Office Supplies,Storage & Organization,,,https://www.staples.com/storage-organization/cat_CG3633
L3,Office Supplies,Storage & Organization,Storage Containers & Boxes,,https://www.staples.com/Storage-Containers-Boxes/cat_CL215127
L3,Office Supplies,Storage & Organization,Plastic Storage Containers,,https://www.staples.com/Plastic-Storage-Containers-Boxes/cat_CL215127/9fmhm
L3,Office Supplies,Storage & Organization,Storage Drawers,,https://www.staples.com/Storage-Drawers/cat_CL140604
L3,Office Supplies,Storage & Organization,Storage Bins,,https://www.staples.com/Storage-Bins/cat_CL354710
L3,Office Supplies,Storage & Organization,File Boxes,,https://www.staples.com/File-Storage/cat_CL165731
L3,Office Supplies,Storage & Organization,Filing Cabinets,,https://www.staples.com/File-Cabinets/cat_CL70401
L3,Office Supplies,Storage & Organization,Desk Organizers,,https://www.staples.com/Desk-Organizers-Accessories/cat_CG22
L3,Office Supplies,Storage & Organization,Desk Drawer Organizers,,https://www.staples.com/Drawer-Organizers/cat_CL163265
L3,Office Supplies,Storage & Organization,Storage Furniture,,https://www.staples.com/storage-furniture/cat_CG3392
L3,Office Supplies,Storage & Organization,Bookshelves,,https://www.staples.com/Bookcases-Bookshelves/cat_CL166206
L3,Office Supplies,Storage & Organization,Storage Cubes,,https://www.staples.com/storage-cubes/cat_CL16202
L3,Office Supplies,Storage & Organization,Storage Cabinets,,https://www.staples.com/Storage-Cabinets/cat_CL140910
L3,Office Supplies,Storage & Organization,Closet Storage & Organization,,https://www.staples.com/Closet-Storage-Organizers/cat_CL215220
L3,Office Supplies,Storage & Organization,Shelving,,https://www.staples.com/Shelving/cat_CL140911
L3,Office Supplies,Storage & Organization,Classroom Storage,,https://www.staples.com/Classroom-Storage-Organization/cat_CL207294
L3,Office Supplies,Storage & Organization,Carts & Stands,,https://www.staples.com/carts-stands/cat_CG3721
L3,Office Supplies,Storage & Organization,Label Makers & Tapes,,https://www.staples.com/Label-Makers-Tapes/cat_CG3619
L3,Office Supplies,Storage & Organization,Binders,,https://www.staples.com/Binders/cat_CL167205
L3,Office Supplies,Storage & Organization,Folders & Filing,,https://www.staples.com/Folders-Filing/cat_CG3539
L3,Office Supplies,Storage & Organization,Labels,,https://www.staples.com/Labels/cat_CL142725
L3,Office Supplies,Storage & Organization,Shredders,,https://www.staples.com/Shredders/cat_CL141980
L3,Office Supplies,Storage & Organization,Moving Supplies,,https://www.staples.com/Moving-Supplies/cat_CL221465
L3,Office Supplies,Storage & Organization,Cardboard Boxes,,https://www.staples.com/Shipping-Boxes/cat_CL213835
L3,Office Supplies,Storage & Organization,Bubble Roll Cushioning,,https://www.staples.com/Bubble-Rolls/cat_CL350310
L3,Office Supplies,Storage & Organization,Literature & Mail Sorters,,https://www.staples.com/Literature-Mail-Sorters/cat_CL141866
L3,Office Supplies,Storage & Organization,Hooks & hanging strips,,https://www.staples.com/Hooks-Hanging-Strips/cat_CL215292
L3,Office Supplies,Storage & Organization,Closet Organizers & clothes hangers,,https://www.staples.com/Clothing-Hangers-Accessories/cat_CL209058
L3,Office Supplies,Storage & Organization,Storage Baskets,,https://www.staples.com/Storage-Baskets/cat_CL354705
L3,Office Supplies,Storage & Organization,Closet Storage & Organizers,,https://www.staples.com/Clothing-Racks-Closet-Organization/cat_DP10510
L2,Office Supplies,Desk Organizers & Accessories,,,https://www.staples.com/Desk-Organizers-Accessories/cat_CG22
L3,Office Supplies,Desk Organizers & Accessories,Wall Files,,https://www.staples.com/Wall-Files/cat_CL142107
L3,Office Supplies,Desk Organizers & Accessories,Business Card Holders & Files,,https://www.staples.com/Business-Card-Holders-Files/cat_CL163092
L3,Office Supplies,Desk Organizers & Accessories,Bookends,,https://www.staples.com/Bookends/cat_CL142117
L3,Office Supplies,Desk Organizers & Accessories,Desk Pads,,https://www.staples.com/Desk-Pads/cat_CL140589
L3,Office Supplies,Desk Organizers & Accessories,Drawer Organizers,,https://www.staples.com/Drawer-Organizers/cat_CL163265
L3,Office Supplies,Desk Organizers & Accessories,File Organizers,,https://www.staples.com/File-Organizers/cat_CL354546
L3,Office Supplies,Desk Organizers & Accessories,Book & Document Holders,,https://www.staples.com/Book-Document-Holders/cat_CL354545
L3,Office Supplies,Desk Organizers & Accessories,Desk Organizer Sets,,https://www.staples.com/Desk-Organizer-Sets/cat_CL140986
L3,Office Supplies,Desk Organizers & Accessories,File Sorters,,https://www.staples.com/File-Sorters/cat_CL163317
L3,Office Supplies,Desk Organizers & Accessories,Magazine Holders,,https://www.staples.com/Magazine-Holders/cat_CL160476
L3,Office Supplies,Desk Organizers & Accessories,Desk Organizers,,https://www.staples.com/Desk-Organizers/cat_CL140991
L3,Office Supplies,Desk Organizers & Accessories,Letter & Desktop Trays,,https://www.staples.com/Letter-Desktop-Trays/cat_CL142133
L3,Office Supplies,Desk Organizers & Accessories,Pencil Cups,,https://www.staples.com/pen-holders/cat_CL140991/x18ur
L2,Office Supplies,School Supplies,,,https://www.staples.com/School-Supplies/cat_SC350235
L2,Office Supplies,Boards & Easels,,,https://www.staples.com/Boards-Easels-Dry-Erase/cat_CG101
L3,Office Supplies,Boards & Easels,Dry Erase & Whiteboards,,https://www.staples.com/Dry-Erase-Whiteboards/cat_CL166382
L3,Office Supplies,Boards & Easels,Bulletin & Cork Boards,,https://www.staples.com/Bulletin-Boards/cat_CL142403
L3,Office Supplies,Boards & Easels,"Board Erasers, Cleaners & Accessories",,https://www.staples.com/Board-Accessories/cat_CL142825
L3,Office Supplies,Boards & Easels,Thumb Tacks & Push Pins,,https://www.staples.com/Thumb-Tacks-Push-Pins/cat_CL354692
L3,Office Supplies,Boards & Easels,"Foam, Presentation & Poster Boards",,https://www.staples.com/Display-Boards/cat_CL140934
L3,Office Supplies,Boards & Easels,Display Easels & Stands,,https://www.staples.com/Easels/cat_CL163752
L3,Office Supplies,Boards & Easels,Easel Pads,,https://www.staples.com/Easel-Pads/cat_CL140915
L3,Office Supplies,Boards & Easels,Dry Erase Calendar Boards,,https://www.staples.com/Calendar-In-Out-Boards/cat_CL142105
L3,Office Supplies,Boards & Easels,Chalkboards,,https://www.staples.com/Chalkboards/cat_CL130202
L3,Office Supplies,Boards & Easels,Chalk,,https://www.staples.com/Chalk/cat_CL110502
L3,Office Supplies,Boards & Easels,Projectors,,https://www.staples.com/Projectors/cat_CL140542
L3,Office Supplies,Boards & Easels,Projector Screens,,https://www.staples.com/Projector-Screens/cat_CL141762
L3,Office Supplies,Boards & Easels,Document Cameras,,https://www.staples.com/Document-Cameras/cat_CL169123
L3,Office Supplies,Boards & Easels,Decorative Board Accents,,https://www.staples.com/Decorative-Accents-Board-Sets/cat_CL219245
L3,Office Supplies,Boards & Easels,Mounting Tape,,https://www.staples.com/Mounting-Tape/cat_CL350610
L3,Office Supplies,Boards & Easels,Classroom Posters,,https://www.staples.com/Classroom-Posters-Charts/cat_CL166104
L3,Office Supplies,Boards & Easels,Art Canvases,,https://www.staples.com/Canvas-Art-Boards/cat_CL219042
L2,Office Supplies,Arts & Crafts Supplies,,,https://www.staples.com/arts-crafts/cat_SC5787
L2,Office Supplies,"Bags, Briefcases & Backpacks",,,https://www.staples.com/bags-backpacks-luggage/cat_SC5884
L2,Office Supplies,Postage Stamps,,,https://www.staples.com/Postage-Stamps/cat_CL354846
L2,Office Supplies,Markers,,,https://www.staples.com/Markers/cat_CL140896
L2,Office Supplies,Highlighters,,,https://www.staples.com/Highlighters/cat_CL158890
L2,Office Supplies,Pencil Sharpeners,,,https://www.staples.com/Pencil-Sharpeners/cat_CL110300
L2,Office Supplies,Correction & White-Out,,,https://www.staples.com/Correction-White-Out/cat_CL350630
L2,Office Supplies,Staplers,,,https://www.staples.com/Staplers/cat_CL10700
L2,Office Supplies,Post-It & Sticky Notes,,,https://www.staples.com/post-it-sticky-notes/cat_CG3861
L3,Office Supplies,Post-It & Sticky Notes,Sticky Notes,,https://www.staples.com/Post-it-Sticky-Notes/cat_CL165755
L3,Office Supplies,Post-It & Sticky Notes,Sticky Tabs & Flags,,https://www.staples.com/Post-it-Sticky-Flags-Tabs/cat_CL165756
L3,Office Supplies,Post-It & Sticky Notes,Pop-Up Sticky Note Dispensers,,https://www.staples.com/Post-it-and-Sticky-Notes-Dispensers/cat_CL165757
L3,Office Supplies,Post-It & Sticky Notes,Sticky Easel Pads,,https://www.staples.com/self-stick-easel-pads/cat_CL140915/9ot1l
L3,Office Supplies,Post-It & Sticky Notes,Novelty notes,,https://www.staples.com/Post-it-Novelty-Post-it-Notes/cat_CL211299/006ou
L2,Office Supplies,Notebooks,,,https://www.staples.com/Notebooks/cat_CL165557
L2,Office Supplies,Notepads,,,https://www.staples.com/Notepads/cat_CL220835
L2,Office Supplies,Clips & Fasteners,,,https://www.staples.com/Clips-Fasteners/cat_CL10102
L2,Office Supplies,Hanging File Folders,,,https://www.staples.com/Hanging-File-Folders/cat_CL140599
L2,Office Supplies,Scissors,,,https://www.staples.com/Scissors/cat_CL10504
L2,Office Supplies,Retail Store Supplies,,,https://www.staples.com/retail-store-supplies/cat_SC5421
L2,Office Supplies,Printer paper,,,https://www.staples.com/Copy-Printer-Paper/cat_CL140691
L2,Office Supplies,desk organizer sets,,,https://www.staples.com/Desk-Organizer-Sets/cat_CL140986
L2,Office Supplies,laptops,,,https://www.staples.com/Laptops/cat_CL167289
L2,Office Supplies,desktop computers,,,https://www.staples.com/Desktop-Computers/cat_CL167288
L1,Paper,,,,https://www.staples.com/paper/cat_SC1676
L2,Paper,Copy & Printer Paper,,,https://www.staples.com/Copy-Printer-Paper/cat_CL140691
L2,Paper,Wide Format Paper,,,https://www.staples.com/Wide-Format-Paper/cat_CL142870
L2,Paper,Card Stock,,,https://www.staples.com/Card-Stock/cat_CL214438
L2,Paper,Notebooks,,,https://www.staples.com/Notebooks/cat_CL165557
L2,Paper,Notepads,,,https://www.staples.com/Notepads/cat_CL220835
L2,Paper,Post-it & Sticky Notes,,,https://www.staples.com/post-it-sticky-notes/cat_CG3861
L2,Paper,POS Paper,,,https://www.staples.com/POS-Paper/cat_CL140671
L2,Paper,Certificates & Holders,,,https://www.staples.com/Certificates-Holders/cat_CL158858
L2,Paper,Business & Loyalty Cards,,,https://www.staples.com/Business-Loyalty-Cards/cat_CL206118
L2,Paper,Classroom Paper,,,https://www.staples.com/Classroom-Paper/cat_CL216715
L2,Paper,Loose Leaf & Graph Paper,,,https://www.staples.com/Loose-Leaf-Graph-Paper/cat_CL161811
L2,Paper,Thermal Fax Paper Rolls,,,https://www.staples.com/Thermal-Fax-Paper-Rolls/cat_CL140672
L2,Paper,Index Cards,,,https://www.staples.com/Index-Cards/cat_CL214476
L2,Paper,Easel Pads,,,https://www.staples.com/Easel-Pads/cat_CL140915
L2,Paper,Fine Business & Resume Papers,,,https://www.staples.com/Fine-Business-Resume-Papers/cat_CL221518
L2,Paper,Construction Paper,,,https://www.staples.com/Construction-Paper/cat_CL350245
L2,Paper,Presentation & Photo Paper,,,https://www.staples.com/Presentation-Photo-Paper/cat_CL168887
L2,Paper,Forms & Recordkeeping,,,https://www.staples.com/forms-recordkeeping/cat_CG3717
L3,Paper,Forms & Recordkeeping,Medical Forms,,https://www.staples.com/Medical-Forms/cat_CL214615
L3,Paper,Forms & Recordkeeping,Business Forms,,https://www.staples.com/Business-Forms/cat_CL141007
L3,Paper,Forms & Recordkeeping,Accounting & Record Journals,,https://www.staples.com/Accounting-Record-Journals/cat_CL100501
L3,Paper,Forms & Recordkeeping,Digital Legal Forms,,https://www.staples.com/Digital-Legal-Forms/cat_CL216640
L3,Paper,Forms & Recordkeeping,HR Forms,,https://www.staples.com/HR-Forms/cat_CL164585
L3,Paper,Forms & Recordkeeping,Tax Forms & Envelopes,,https://www.staples.com/Tax-Forms-Envelopes/cat_CL168347
L2,Paper,Security & Carbon Paper,,,https://www.staples.com/Security-Carbon-Paper/cat_CL206130
L2,Paper,Stationery & Invitations,,,https://www.staples.com/Stationery-Invitations/cat_CG350061
L2,Paper,Envelopes,,,https://www.staples.com/Envelopes/cat_CG23
L2,Paper,Calendars & Planners,,,https://www.staples.com/Calendars-Planners/cat_CG12
L1,Printers & Scanners,,,,https://www.staples.com/printers-scanners/cat_SC5435
L2,Printers & Scanners,All Printers,,,https://www.staples.com/Printers/cat_CL167883
